Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Category
376353,Realme,1,108.79,11/07/23 12:00,Odisha,Stationery
703771,Alibaba Group,3,118.8,07/08/23 17:00,Gujarat,Personal Care
477503,Tencent,2,354.03,10/04/23 15:00,Madhya Pradesh,Outdoors
791646,Tesla,2,411.88,09/09/23 15:00,Andhra,Stationery
588739,Tencent,4,542.29,02/06/23 13:00,West Bengal,Stationery
519271,Tencent,3,551.09,03/03/23 16:00,Tamil Nadu,Toys
229908,Tesla,3,221.01,12/11/23 21:00,Gujarat,Toys
297321,Tesla,4,463.36,09/21/23 22:00,Karnataka,Outdoors
513793,Amazon,3,529.28,09/10/23 07:00,West Bengal,Automotive Tools
944068,Google Phone,3,452.7,07/13/23 03:00,West Bengal,Outdoors
103967,Google Phone,3,226.01,11/23/23 08:00,Telangana,Electronics
532368,Alphabet (Google),4,299.1,04/16/23 10:00,Maharashtra,Outdoors
801790,Alphabet (Google),3,495.46,09/08/23 14:00,Maharashtra,Stationery
509311,Alphabet (Google),5,583.44,09/12/23 11:00,West Bengal,Automotive Tools
817548,Alphabet (Google),4,427.34,10/22/23 05:00,Karnataka,Toys
800107,Microsoft,5,120.53,03/26/23 13:00,Andhra,Clothing
749332,Alphabet (Google),3,407.97,07/04/23 14:00,Andhra,Furniture
282056,Alphabet (Google),1,496.34,12/30/23 14:00,Uttar Pradesh,Outdoors
813808,Meta Platforms (formerly Facebook),1,378.37,08/31/23 03:00,West Bengal,Stationery
816406,Tencent,4,243.03,02/27/23 13:00,Maharashtra,Furniture
667921,Alphabet (Google),1,524.05,12/16/23 06:00,Andhra,Personal Care
346664,Berkshire Hathaway,5,238.27,03/30/23 09:00,Telangana,Electronics
821765,Tesla,4,329.38,07/11/23 14:00,Karnataka,Furniture
673832,Alibaba Group,4,17.99,10/23/23 05:00,West Bengal,Toys
432028,Alibaba Group,2,354.62,03/09/23 02:00,Andhra,Furniture
408746,Amazon,2,16.93,01/18/23 17:00,Odisha,Personal Care
454948,Realme,3,134.13,04/19/23 20:00,Madhya Pradesh,Stationery
493041,Amazon,1,532.93,10/21/23 04:00,Tamil Nadu,Stationery
878443,Alibaba Group,4,433.58,11/22/23 08:00,Uttar Pradesh,Stationery
257226,Alibaba Group,1,96.34,05/27/23 20:00,Gujarat,Electronics
308396,Berkshire Hathaway,1,436.13,12/09/23 02:00,West Bengal,Personal Care
335227,Alphabet (Google),4,491.65,04/19/23 03:00,West Bengal,Furniture
896522,Tesla,1,265.78,01/10/23 00:00,Bihar,Stationery
115854,Microsoft,4,478.94,03/27/23 15:00,Andhra,Automotive Tools
520666,Realme,3,379.59,03/18/23 14:00,Tamil Nadu,Stationery
897985,Samsung,3,395.88,01/15/23 08:00,Madhya Pradesh,Electronics
290657,Amazon,5,379.67,10/30/23 21:00,West Bengal,Toys
669555,Alphabet (Google),2,173.77,06/20/23 07:00,Karnataka,Electronics
936579,Alibaba Group,4,14.42,11/04/23 18:00,Bihar,Electronics
857443,Tencent,4,317.06,04/12/23 20:00,West Bengal,Outdoors
712714,Google Phone,2,332.9,10/25/23 21:00,Bihar,Personal Care
384915,Berkshire Hathaway,2,517.36,08/22/23 02:00,Tamil Nadu,Stationery
277829,Google Phone,1,474.05,11/12/23 00:00,Gujarat,Personal Care
371549,Google Phone,4,583.77,01/06/23 00:00,Andhra,Furniture
867468,Johnson & Johnson,1,596.87,09/23/23 20:00,Madhya Pradesh,Personal Care
966891,Realme,3,32.77,07/26/23 22:00,Tamil Nadu,Automotive Tools
968627,Alibaba Group,1,52.32,07/15/23 06:00,Andhra,Stationery
517401,Tencent,5,73.32,11/17/23 06:00,Tamil Nadu,Personal Care
349936,Samsung,1,166.86,12/22/23 03:00,Odisha,Clothing
118369,Amazon,1,93.97,09/28/23 00:00,Karnataka,Clothing
328979,Johnson & Johnson,4,221.91,08/10/23 20:00,Rajasthan,Electronics
401671,Tesla,1,319.1,07/02/23 21:00,Gujarat,Outdoors
733130,Samsung,3,558.06,05/22/23 12:00,Gujarat,Automotive Tools
632552,Amazon,1,324.9,09/14/23 04:00,Uttar Pradesh,Toys
493519,Samsung,2,393.02,09/21/23 08:00,Maharashtra,Furniture
473117,Alphabet (Google),4,486.07,02/04/23 03:00,Bihar,Personal Care
384286,Tencent,1,561.37,12/29/23 05:00,Madhya Pradesh,Furniture
222612,Berkshire Hathaway,5,130.59,10/05/23 07:00,Rajasthan,Toys
722097,Google Phone,5,240.66,07/18/23 11:00,Bihar,Electronics
772684,Amazon,2,35.61,03/02/23 12:00,West Bengal,Outdoors
100072,Google Phone,1,40.94,08/06/23 11:00,Telangana,Toys
207877,Tencent,1,471.97,07/20/23 05:00,Telangana,Furniture
253257,Microsoft,5,140.28,12/19/23 17:00,Bihar,Furniture
650246,Amazon,1,31.89,09/11/23 07:00,Gujarat,Personal Care
394584,Meta Platforms (formerly Facebook),4,405.08,04/01/23 16:00,Madhya Pradesh,Personal Care
892785,Microsoft,5,386.77,05/06/23 21:00,Uttar Pradesh,Automotive Tools
796836,Berkshire Hathaway,4,92.08,03/26/23 14:00,Odisha,Automotive Tools
682037,Alphabet (Google),3,376.72,11/26/23 18:00,Gujarat,Personal Care
278602,Alphabet (Google),3,104.26,05/29/23 12:00,Odisha,Clothing
165681,Tesla,1,80.36,05/17/23 14:00,Andhra,Toys
179242,Tencent,3,479.79,05/21/23 07:00,Andhra,Clothing
128776,Meta Platforms (formerly Facebook),4,499.02,11/25/23 14:00,West Bengal,Outdoors
784428,Johnson & Johnson,5,563.2,07/18/23 04:00,Madhya Pradesh,Electronics
210026,Johnson & Johnson,1,198.86,04/14/23 19:00,West Bengal,Electronics
925420,Tesla,4,106.04,08/22/23 03:00,West Bengal,Clothing
660148,Amazon,3,325.72,09/28/23 02:00,Uttar Pradesh,Automotive Tools
942785,Johnson & Johnson,1,492.79,09/20/23 07:00,Rajasthan,Furniture
155958,Johnson & Johnson,5,40.91,08/20/23 23:00,Bihar,Outdoors
175610,Berkshire Hathaway,5,288.46,12/23/23 03:00,Maharashtra,Outdoors
466414,Alibaba Group,3,70.63,05/16/23 20:00,Tamil Nadu,Stationery
856282,Berkshire Hathaway,5,174.95,04/04/23 07:00,Uttar Pradesh,Clothing
800093,Samsung,4,489.43,10/04/23 18:00,Bihar,Automotive Tools
954424,Meta Platforms (formerly Facebook),3,470.26,11/23/23 08:00,Andhra,Outdoors
998240,Google Phone,2,71.9,03/12/23 08:00,Gujarat,Personal Care
166982,Tencent,3,543.06,09/30/23 00:00,West Bengal,Toys
671427,Johnson & Johnson,2,151.38,04/01/23 14:00,Telangana,Electronics
845630,Alibaba Group,5,23.09,09/25/23 04:00,Rajasthan,Stationery
693138,Tesla,3,483.83,01/09/23 09:00,Andhra,Toys
378138,Realme,4,329.38,03/23/23 17:00,Gujarat,Furniture
688877,Alphabet (Google),4,134.32,01/11/23 03:00,Odisha,Toys
381160,Google Phone,1,422.93,11/08/23 15:00,Telangana,Clothing
734037,Samsung,2,591.11,08/07/23 12:00,West Bengal,Electronics
944924,Microsoft,3,61.69,09/16/23 01:00,Gujarat,Clothing
416721,Berkshire Hathaway,3,111.86,10/23/23 02:00,Uttar Pradesh,Stationery
288501,Samsung,4,374.57,01/26/23 05:00,Maharashtra,Toys
947436,Realme,3,283.91,03/25/23 20:00,Uttar Pradesh,Automotive Tools
732217,Tesla,4,105.06,07/15/23 02:00,Rajasthan,Clothing
707653,Alphabet (Google),3,456.34,12/18/23 06:00,Tamil Nadu,Automotive Tools
366319,Realme,5,349.69,01/01/23 06:00,Karnataka,Furniture
908102,Microsoft,4,226.95,08/31/23 14:00,Odisha,Clothing
994048,Tencent,3,522.86,09/09/23 22:00,Gujarat,Automotive Tools
763642,Alphabet (Google),3,351.92,11/04/23 02:00,Odisha,Electronics
172088,Tencent,5,169.39,02/03/23 20:00,Uttar Pradesh,Stationery
252126,Berkshire Hathaway,4,526.96,01/06/23 02:00,Andhra,Automotive Tools
802316,Alibaba Group,2,141.17,10/28/23 00:00,Karnataka,Stationery
979364,Tesla,2,141.36,10/21/23 20:00,West Bengal,Furniture
419693,Amazon,3,481.65,08/04/23 10:00,Bihar,Clothing
465505,Tencent,2,247.75,04/28/23 09:00,Madhya Pradesh,Stationery
734676,Tesla,5,425.31,10/28/23 08:00,Odisha,Toys
936568,Johnson & Johnson,3,350.49,10/13/23 10:00,West Bengal,Toys
854435,Tencent,1,449.2,06/09/23 04:00,Odisha,Stationery
211481,Realme,5,33.09,07/06/23 16:00,Uttar Pradesh,Toys
283094,Realme,1,334.19,07/12/23 18:00,Rajasthan,Automotive Tools
967703,Johnson & Johnson,3,477.43,12/17/23 09:00,Maharashtra,Electronics
714324,Tencent,5,265.19,06/10/23 13:00,Karnataka,Outdoors
837256,Meta Platforms (formerly Facebook),4,572.32,07/10/23 03:00,Rajasthan,Outdoors
561290,Alibaba Group,3,246.56,02/23/23 00:00,Odisha,Toys
558311,Alphabet (Google),4,447.2,09/07/23 00:00,Rajasthan,Toys
917330,Amazon,4,561.91,12/13/23 18:00,Andhra,Toys
449665,Tencent,1,145.54,11/03/23 14:00,Uttar Pradesh,Automotive Tools
547133,Alibaba Group,4,199.81,03/07/23 05:00,Uttar Pradesh,Automotive Tools
391549,Alphabet (Google),5,546.9,06/05/23 09:00,Telangana,Electronics
945739,Meta Platforms (formerly Facebook),5,92.34,06/30/23 19:00,Rajasthan,Outdoors
735378,Amazon,2,590.96,11/03/23 07:00,Odisha,Furniture
725885,Microsoft,1,376.95,08/15/23 08:00,Tamil Nadu,Clothing
615567,Samsung,1,547.13,09/22/23 03:00,Bihar,Stationery
554492,Amazon,4,63.19,04/26/23 02:00,Madhya Pradesh,Clothing
436183,Meta Platforms (formerly Facebook),1,530.31,02/03/23 02:00,Karnataka,Furniture
126137,Google Phone,1,114.44,12/25/23 00:00,Andhra,Automotive Tools
624333,Meta Platforms (formerly Facebook),1,141.7,06/15/23 04:00,West Bengal,Toys
464204,Google Phone,1,29.48,06/22/23 18:00,Rajasthan,Stationery
262168,Samsung,4,449.13,03/09/23 08:00,West Bengal,Stationery
192852,Google Phone,2,347.11,04/01/23 05:00,Andhra,Stationery
742490,Alibaba Group,4,394.8,03/25/23 22:00,Telangana,Clothing
454410,Alphabet (Google),1,215.72,07/15/23 16:00,Bihar,Furniture
488955,Johnson & Johnson,2,201.0,05/31/23 15:00,West Bengal,Electronics
357978,Alphabet (Google),4,21.92,01/23/23 12:00,Tamil Nadu,Automotive Tools
304840,Alphabet (Google),3,401.52,06/25/23 00:00,Uttar Pradesh,Furniture
191311,Realme,2,91.71,08/02/23 16:00,Gujarat,Outdoors
206135,Amazon,3,459.11,02/11/23 23:00,Rajasthan,Clothing
750877,Johnson & Johnson,1,244.12,07/17/23 13:00,Odisha,Automotive Tools
786252,Google Phone,3,190.57,06/14/23 13:00,Tamil Nadu,Outdoors
451485,Tencent,5,292.63,02/10/23 18:00,Maharashtra,Electronics
460362,Samsung,5,291.86,07/29/23 16:00,Uttar Pradesh,Furniture
511340,Amazon,3,485.52,05/24/23 16:00,Bihar,Stationery
944134,Tencent,3,562.45,01/06/23 12:00,Bihar,Electronics
934730,Amazon,5,106.24,03/05/23 12:00,Odisha,Electronics
798288,Tesla,5,50.95,06/08/23 20:00,Rajasthan,Clothing
475521,Samsung,4,315.13,12/22/23 18:00,Bihar,Clothing
868833,Alphabet (Google),5,515.43,02/20/23 19:00,Gujarat,Furniture
568862,Google Phone,1,256.21,01/30/23 11:00,Telangana,Electronics
310543,Google Phone,2,486.83,12/31/23 06:00,Telangana,Clothing
298522,Tesla,2,366.15,09/12/23 07:00,Madhya Pradesh,Electronics
628010,Samsung,3,526.6,03/19/23 14:00,Telangana,Personal Care
708136,Samsung,1,272.66,09/11/23 11:00,Karnataka,Stationery
982418,Meta Platforms (formerly Facebook),4,495.05,06/01/23 08:00,Karnataka,Stationery
521441,Johnson & Johnson,5,75.67,05/23/23 20:00,Andhra,Electronics
986867,Meta Platforms (formerly Facebook),4,248.68,07/04/23 12:00,West Bengal,Furniture
371277,Alphabet (Google),2,45.33,08/03/23 08:00,West Bengal,Outdoors
778246,Berkshire Hathaway,2,291.34,06/11/23 20:00,Andhra,Automotive Tools
850114,Berkshire Hathaway,2,358.2,04/23/23 02:00,Bihar,Furniture
187508,Alphabet (Google),3,156.74,03/20/23 19:00,Rajasthan,Toys
725493,Tesla,5,153.0,09/08/23 11:00,Tamil Nadu,Personal Care
266695,Amazon,4,117.31,11/18/23 06:00,Madhya Pradesh,Automotive Tools
367146,Amazon,3,287.11,07/08/23 19:00,West Bengal,Personal Care
334933,Google Phone,1,492.87,02/06/23 22:00,Tamil Nadu,Stationery
660884,Berkshire Hathaway,3,470.56,07/19/23 23:00,Gujarat,Stationery
932898,Berkshire Hathaway,2,194.57,11/15/23 14:00,Odisha,Stationery
441360,Microsoft,2,53.12,04/03/23 06:00,Gujarat,Automotive Tools
994501,Realme,1,307.46,03/31/23 08:00,Maharashtra,Personal Care
664899,Alibaba Group,1,196.05,02/09/23 10:00,Gujarat,Stationery
633807,Tencent,2,188.95,06/07/23 12:00,Tamil Nadu,Clothing
651678,Samsung,3,460.41,09/07/23 17:00,Andhra,Toys
164462,Johnson & Johnson,5,281.66,11/14/23 11:00,Madhya Pradesh,Automotive Tools
714459,Alibaba Group,1,176.16,01/14/23 11:00,Odisha,Furniture
636977,Google Phone,2,74.7,09/09/23 11:00,Maharashtra,Automotive Tools
199088,Johnson & Johnson,1,69.66,10/28/23 06:00,Madhya Pradesh,Electronics
131988,Samsung,1,31.14,11/12/23 09:00,Karnataka,Clothing
767497,Tencent,2,408.89,04/27/23 05:00,Tamil Nadu,Clothing
513168,Google Phone,1,142.82,09/29/23 11:00,Bihar,Clothing
444329,Samsung,2,131.16,03/06/23 06:00,Karnataka,Personal Care
917041,Berkshire Hathaway,1,396.4,01/16/23 15:00,Odisha,Electronics
152566,Johnson & Johnson,1,316.61,06/28/23 05:00,Bihar,Automotive Tools
114594,Microsoft,3,510.18,07/18/23 10:00,Madhya Pradesh,Toys
846881,Google Phone,5,540.45,10/01/23 02:00,Rajasthan,Personal Care
323455,Alphabet (Google),1,310.59,01/24/23 00:00,Andhra,Clothing
543339,Berkshire Hathaway,5,350.09,09/01/23 08:00,Bihar,Outdoors
832721,Tesla,1,324.16,12/05/23 15:00,Gujarat,Personal Care
750090,Tencent,2,599.47,06/23/23 23:00,Andhra,Outdoors
272836,Alphabet (Google),5,113.14,12/25/23 01:00,Uttar Pradesh,Automotive Tools
429159,Amazon,1,416.82,05/11/23 23:00,Bihar,Furniture
848944,Alibaba Group,4,395.71,02/24/23 06:00,Telangana,Clothing
222194,Amazon,2,317.04,10/07/23 21:00,Bihar,Furniture
339669,Tesla,5,82.21,08/30/23 19:00,Uttar Pradesh,Stationery
302458,Alibaba Group,3,239.77,04/18/23 19:00,Gujarat,Electronics
132153,Berkshire Hathaway,4,209.29,07/13/23 23:00,West Bengal,Outdoors
417744,Samsung,3,131.98,10/01/23 17:00,Madhya Pradesh,Personal Care
265212,Samsung,5,530.66,04/28/23 01:00,Maharashtra,Automotive Tools
940755,Johnson & Johnson,5,117.87,03/14/23 04:00,Madhya Pradesh,Toys
152706,Realme,5,577.36,01/11/23 15:00,Andhra,Clothing
488693,Berkshire Hathaway,5,419.71,04/11/23 00:00,Rajasthan,Toys
623575,Berkshire Hathaway,4,343.75,02/06/23 21:00,Bihar,Furniture
624618,Microsoft,5,305.05,02/08/23 06:00,Tamil Nadu,Electronics
401534,Google Phone,4,512.88,01/20/23 23:00,Telangana,Furniture
770826,Alibaba Group,4,345.96,11/09/23 03:00,Bihar,Outdoors
334093,Realme,5,420.62,11/12/23 01:00,Uttar Pradesh,Automotive Tools
732581,Amazon,5,299.55,06/11/23 14:00,Telangana,Stationery
582945,Alphabet (Google),1,306.57,11/27/23 19:00,Gujarat,Stationery
614592,Tesla,1,464.34,11/07/23 13:00,Maharashtra,Outdoors
233607,Tesla,3,445.58,07/26/23 22:00,Madhya Pradesh,Clothing
719092,Alphabet (Google),1,590.49,11/23/23 21:00,Tamil Nadu,Electronics
306626,Samsung,3,131.32,10/05/23 03:00,Tamil Nadu,Personal Care
729153,Alphabet (Google),2,22.22,03/30/23 13:00,Odisha,Personal Care
523884,Johnson & Johnson,4,515.49,08/14/23 23:00,Rajasthan,Personal Care
202037,Realme,3,92.75,11/23/23 08:00,Telangana,Toys
908008,Amazon,5,498.6,08/19/23 14:00,Karnataka,Furniture
427193,Berkshire Hathaway,3,127.97,11/07/23 04:00,Andhra,Stationery
463529,Tencent,1,546.89,12/18/23 21:00,Madhya Pradesh,Electronics
153870,Realme,4,162.39,12/10/23 04:00,Telangana,Furniture
879660,Microsoft,5,315.53,01/16/23 21:00,Gujarat,Toys
227429,Meta Platforms (formerly Facebook),5,347.44,12/19/23 08:00,Madhya Pradesh,Stationery
326459,Amazon,2,103.12,09/20/23 01:00,Telangana,Clothing
721616,Berkshire Hathaway,3,527.75,12/04/23 00:00,Andhra,Clothing
866031,Samsung,4,262.48,08/20/23 17:00,Uttar Pradesh,Electronics
338285,Samsung,1,533.37,06/06/23 12:00,Andhra,Toys
735625,Realme,3,551.26,07/23/23 12:00,Tamil Nadu,Outdoors
147526,Meta Platforms (formerly Facebook),3,337.0,04/02/23 20:00,Telangana,Stationery
646475,Samsung,4,84.07,04/07/23 16:00,Rajasthan,Personal Care
309377,Microsoft,4,551.92,09/10/23 23:00,Tamil Nadu,Electronics
805677,Johnson & Johnson,4,568.36,12/21/23 09:00,Rajasthan,Automotive Tools
805597,Berkshire Hathaway,3,45.73,11/13/23 09:00,Karnataka,Toys
856830,Amazon,2,48.37,06/15/23 11:00,Rajasthan,Toys
383982,Amazon,1,366.53,11/10/23 15:00,Madhya Pradesh,Toys
648031,Realme,1,558.5,07/08/23 09:00,Madhya Pradesh,Furniture
825503,Tesla,1,527.66,10/21/23 09:00,Gujarat,Stationery
940173,Tencent,1,274.06,03/12/23 07:00,Madhya Pradesh,Clothing
346883,Alibaba Group,1,388.63,09/01/23 21:00,Madhya Pradesh,Personal Care
411403,Samsung,3,186.75,10/07/23 12:00,Gujarat,Outdoors
751002,Realme,2,145.87,02/20/23 01:00,Madhya Pradesh,Toys
516196,Google Phone,4,486.88,12/08/23 00:00,Tamil Nadu,Toys
466641,Tesla,4,545.1,06/03/23 03:00,Gujarat,Automotive Tools
615909,Meta Platforms (formerly Facebook),1,415.39,12/25/23 01:00,Andhra,Outdoors
800190,Samsung,2,286.56,02/16/23 10:00,Uttar Pradesh,Furniture
382782,Microsoft,3,347.35,07/15/23 19:00,Maharashtra,Outdoors
507211,Tesla,4,21.0,01/06/23 17:00,Maharashtra,Furniture
896641,Google Phone,1,86.03,06/03/23 15:00,Tamil Nadu,Toys
829248,Google Phone,2,182.9,09/26/23 06:00,Tamil Nadu,Toys
734577,Berkshire Hathaway,2,407.39,04/27/23 10:00,Telangana,Automotive Tools
647803,Alphabet (Google),2,33.89,11/24/23 09:00,Karnataka,Toys
670056,Amazon,3,435.84,04/25/23 15:00,Tamil Nadu,Automotive Tools
210037,Johnson & Johnson,3,482.08,12/22/23 19:00,West Bengal,Electronics
596472,Amazon,1,198.55,06/24/23 13:00,Tamil Nadu,Personal Care
234957,Alibaba Group,1,16.44,06/09/23 04:00,Gujarat,Electronics
100399,Johnson & Johnson,5,275.62,09/24/23 02:00,Tamil Nadu,Automotive Tools
819452,Amazon,3,262.91,04/02/23 13:00,Madhya Pradesh,Furniture
872241,Alibaba Group,4,515.07,08/22/23 23:00,West Bengal,Toys
108920,Samsung,2,168.88,03/31/23 19:00,Maharashtra,Clothing
993744,Meta Platforms (formerly Facebook),1,571.88,05/02/23 03:00,Karnataka,Automotive Tools
541207,Johnson & Johnson,3,132.32,11/02/23 09:00,Andhra,Furniture
970221,Microsoft,5,180.31,03/16/23 02:00,Karnataka,Furniture
525760,Tesla,5,426.71,09/19/23 03:00,Tamil Nadu,Electronics
150720,Alibaba Group,1,157.87,09/08/23 00:00,Karnataka,Outdoors
954804,Tencent,4,489.99,04/05/23 04:00,Odisha,Automotive Tools
226036,Meta Platforms (formerly Facebook),1,227.06,08/01/23 06:00,Odisha,Clothing
634154,Johnson & Johnson,3,256.97,03/30/23 10:00,Maharashtra,Furniture
852728,Tesla,2,134.36,07/03/23 10:00,Gujarat,Stationery
693765,Alibaba Group,4,421.52,07/01/23 19:00,Madhya Pradesh,Furniture
447696,Tesla,5,33.36,04/12/23 01:00,Rajasthan,Furniture
202616,Johnson & Johnson,1,574.23,03/07/23 00:00,Maharashtra,Furniture
929210,Berkshire Hathaway,4,500.79,11/14/23 14:00,Uttar Pradesh,Toys
957872,Tencent,3,362.2,06/24/23 15:00,Telangana,Personal Care
198360,Alibaba Group,2,435.9,12/14/23 14:00,Karnataka,Clothing
850705,Alphabet (Google),5,278.7,08/12/23 18:00,West Bengal,Furniture
188052,Samsung,5,385.38,02/28/23 08:00,Rajasthan,Toys
368136,Tencent,1,584.23,01/13/23 02:00,Karnataka,Personal Care
884696,Berkshire Hathaway,5,386.23,11/06/23 05:00,Rajasthan,Outdoors
132280,Microsoft,4,128.38,11/14/23 02:00,Rajasthan,Clothing
809066,Johnson & Johnson,1,526.89,02/03/23 14:00,Gujarat,Automotive Tools
206586,Realme,4,270.1,10/06/23 06:00,Gujarat,Automotive Tools
128014,Meta Platforms (formerly Facebook),4,135.81,02/26/23 15:00,Rajasthan,Electronics
713227,Tesla,1,569.09,06/03/23 18:00,Telangana,Toys
506336,Amazon,5,308.28,04/19/23 18:00,Karnataka,Furniture
274616,Berkshire Hathaway,5,375.06,08/09/23 12:00,Bihar,Personal Care
400379,Meta Platforms (formerly Facebook),2,291.53,01/19/23 18:00,Telangana,Personal Care
413080,Samsung,1,300.22,11/23/23 09:00,West Bengal,Toys
429026,Alibaba Group,3,247.72,07/25/23 08:00,Madhya Pradesh,Automotive Tools
912733,Alphabet (Google),4,173.38,04/30/23 03:00,Karnataka,Stationery
890052,Berkshire Hathaway,2,360.57,11/29/23 00:00,Gujarat,Furniture
773312,Realme,1,489.57,01/06/23 14:00,Uttar Pradesh,Automotive Tools
671768,Alphabet (Google),4,106.92,04/30/23 13:00,Madhya Pradesh,Clothing
163314,Samsung,5,338.12,12/24/23 17:00,Madhya Pradesh,Automotive Tools
830962,Tencent,5,88.94,07/04/23 06:00,Uttar Pradesh,Clothing
200051,Amazon,4,121.45,10/22/23 00:00,Andhra,Toys
619140,Samsung,3,594.07,02/08/23 18:00,Maharashtra,Outdoors
355335,Alphabet (Google),5,423.48,10/21/23 19:00,Bihar,Outdoors
527494,Meta Platforms (formerly Facebook),5,200.02,12/08/23 01:00,Odisha,Electronics
980388,Alibaba Group,2,323.84,11/21/23 05:00,Maharashtra,Stationery
160180,Microsoft,3,19.47,06/03/23 20:00,Andhra,Personal Care
781137,Tesla,4,279.97,05/15/23 05:00,Odisha,Clothing
258464,Realme,5,599.73,09/02/23 19:00,Uttar Pradesh,Electronics
